Day,m_day,seafood restaurant,seafood delivery,seafood recipe,sushi take out,bbq restaurant,category,year,country
5/20/18,5/20,57,1,11,2,19,food & drink,2018,usa
5/21/18,5/21,25,2,6,1,9,food & drink,2018,usa
5/22/18,5/22,33,2,7,1,14,food & drink,2018,usa
5/23/18,5/23,32,2,4,2,13,food & drink,2018,usa
5/24/18,5/24,45,2,4,1,11,food & drink,2018,usa
5/25/18,5/25,46,1,6,2,11,food & drink,2018,usa
5/26/18,5/26,72,2,10,2,19,food & drink,2018,usa
5/27/18,5/27,77,3,15,1,23,food & drink,2018,usa
5/28/18,5/28,53,2,14,1,21,food & drink,2018,usa
5/29/18,5/29,31,2,9,1,11,food & drink,2018,usa
5/30/18,5/30,32,2,6,1,13,food & drink,2018,usa
5/31/18,5/31,33,1,5,3,13,food & drink,2018,usa
6/1/18,6/1,50,1,12,2,14,food & drink,2018,usa
6/2/18,6/2,79,3,11,2,15,food & drink,2018,usa
6/3/18,6/3,67,2,14,2,22,food & drink,2018,usa
6/4/18,6/4,34,2,8,1,12,food & drink,2018,usa
6/5/18,6/5,36,2,7,2,8,food & drink,2018,usa
6/6/18,6/6,33,1,5,2,12,food & drink,2018,usa
6/7/18,6/7,34,2,4,0,15,food & drink,2018,usa
6/8/18,6/8,45,2,7,2,15,food & drink,2018,usa
6/9/18,6/9,68,1,13,1,19,food & drink,2018,usa
6/10/18,6/10,57,3,15,1,15,food & drink,2018,usa
6/11/18,6/11,40,2,9,3,11,food & drink,2018,usa
6/12/18,6/12,36,2,7,1,11,food & drink,2018,usa
6/13/18,6/13,36,2,5,2,8,food & drink,2018,usa
6/14/18,6/14,42,1,5,1,11,food & drink,2018,usa
6/15/18,6/15,49,2,7,2,14,food & drink,2018,usa
6/16/18,6/16,61,2,12,1,18,food & drink,2018,usa
6/17/18,6/17,78,3,15,2,25,food & drink,2018,usa
6/18/18,6/18,39,0,8,2,14,food & drink,2018,usa
6/19/18,6/19,35,2,8,2,10,food & drink,2018,usa
6/20/18,6/20,33,1,6,2,9,food & drink,2018,usa
6/21/18,6/21,38,1,8,1,12,food & drink,2018,usa
6/22/18,6/22,47,2,7,2,14,food & drink,2018,usa
6/23/18,6/23,58,1,8,2,19,food & drink,2018,usa
6/24/18,6/24,46,3,9,1,13,food & drink,2018,usa
6/25/18,6/25,34,1,8,2,12,food & drink,2018,usa
6/26/18,6/26,38,1,8,1,14,food & drink,2018,usa
6/27/18,6/27,40,2,7,1,13,food & drink,2018,usa
6/28/18,6/28,38,2,11,0,17,food & drink,2018,usa
6/29/18,6/29,46,1,10,0,14,food & drink,2018,usa
6/30/18,6/30,77,2,13,2,22,food & drink,2018,usa
7/1/18,7/1,64,4,16,0,17,food & drink,2018,usa
7/2/18,7/2,47,2,9,1,17,food & drink,2018,usa
7/3/18,7/3,52,3,11,2,17,food & drink,2018,usa
7/4/18,7/4,62,2,14,1,30,food & drink,2018,usa
7/5/18,7/5,56,4,8,2,15,food & drink,2018,usa
7/6/18,7/6,62,3,14,1,13,food & drink,2018,usa
7/7/18,7/7,83,3,15,2,21,food & drink,2018,usa
7/8/18,7/8,73,2,16,1,19,food & drink,2018,usa
7/9/18,7/9,40,1,8,1,16,food & drink,2018,usa
7/10/18,7/10,38,1,8,1,10,food & drink,2018,usa
7/11/18,7/11,41,1,7,2,10,food & drink,2018,usa
7/12/18,7/12,36,1,5,1,13,food & drink,2018,usa
7/13/18,7/13,43,2,8,1,13,food & drink,2018,usa
7/14/18,7/14,73,2,10,2,19,food & drink,2018,usa
7/15/18,7/15,60,2,15,1,16,food & drink,2018,usa
7/16/18,7/16,48,2,8,1,11,food & drink,2018,usa
7/17/18,7/17,42,2,8,1,14,food & drink,2018,usa
7/18/18,7/18,40,2,5,1,12,food & drink,2018,usa
7/19/18,7/19,34,2,10,0,7,food & drink,2018,usa
7/20/18,7/20,52,2,9,1,15,food & drink,2018,usa
7/21/18,7/21,63,4,11,1,25,food & drink,2018,usa
7/22/18,7/22,60,4,11,0,14,food & drink,2018,usa
7/23/18,7/23,36,3,10,1,10,food & drink,2018,usa
7/24/18,7/24,40,2,5,1,16,food & drink,2018,usa
7/25/18,7/25,36,1,5,1,11,food & drink,2018,usa
7/26/18,7/26,33,1,5,1,14,food & drink,2018,usa
7/27/18,7/27,38,2,7,2,15,food & drink,2018,usa
7/28/18,7/28,72,2,11,2,15,food & drink,2018,usa
7/29/18,7/29,54,2,14,2,20,food & drink,2018,usa
7/30/18,7/30,35,2,8,1,11,food & drink,2018,usa
7/31/18,7/31,36,0,9,1,13,food & drink,2018,usa
8/1/18,8/1,37,1,7,2,14,food & drink,2018,usa
8/2/18,8/2,38,1,7,1,16,food & drink,2018,usa
8/3/18,8/3,44,1,11,1,14,food & drink,2018,usa
8/4/18,8/4,58,3,10,2,20,food & drink,2018,usa
8/5/18,8/5,56,4,12,1,19,food & drink,2018,usa
8/6/18,8/6,36,3,9,1,13,food & drink,2018,usa
8/7/18,8/7,36,1,5,0,13,food & drink,2018,usa
8/8/18,8/8,35,2,8,1,12,food & drink,2018,usa
8/9/18,8/9,36,3,6,1,14,food & drink,2018,usa
8/10/18,8/10,38,1,9,1,10,food & drink,2018,usa
8/11/18,8/11,56,2,13,3,15,food & drink,2018,usa
8/12/18,8/12,55,3,12,2,14,food & drink,2018,usa
8/13/18,8/13,30,4,8,1,8,food & drink,2018,usa
8/14/18,8/14,28,2,4,2,14,food & drink,2018,usa
8/15/18,8/15,29,2,5,1,13,food & drink,2018,usa
8/16/18,8/16,38,2,6,1,10,food & drink,2018,usa
8/17/18,8/17,45,1,8,3,13,food & drink,2018,usa
8/18/18,8/18,63,2,9,2,17,food & drink,2018,usa
8/19/18,8/19,56,2,13,2,17,food & drink,2018,usa
