Day,m_day,seafood restaurant,seafood delivery,seafood recipe,sushi take out,bbq restaurant,category,year,country
6/10/19,6/10,48,2,10,2,14,food & drink,2019,usa
6/11/19,6/11,39,4,8,1,14,food & drink,2019,usa
6/12/19,6/12,49,2,9,0,11,food & drink,2019,usa
6/13/19,6/13,49,2,12,0,10,food & drink,2019,usa
6/14/19,6/14,69,3,9,0,13,food & drink,2019,usa
6/15/19,6/15,92,4,24,1,19,food & drink,2019,usa
6/16/19,6/16,90,2,23,2,28,food & drink,2019,usa
6/17/19,6/17,43,3,12,2,14,food & drink,2019,usa
6/18/19,6/18,38,2,10,2,12,food & drink,2019,usa
6/19/19,6/19,36,1,9,1,13,food & drink,2019,usa
6/20/19,6/20,47,2,10,1,14,food & drink,2019,usa
6/21/19,6/21,49,3,12,1,18,food & drink,2019,usa
6/22/19,6/22,63,2,12,0,22,food & drink,2019,usa
6/23/19,6/23,73,3,15,3,22,food & drink,2019,usa
6/24/19,6/24,40,2,7,1,16,food & drink,2019,usa
6/25/19,6/25,43,1,12,2,13,food & drink,2019,usa
6/26/19,6/26,41,3,10,0,15,food & drink,2019,usa
6/27/19,6/27,51,2,11,1,18,food & drink,2019,usa
6/28/19,6/28,44,3,9,1,21,food & drink,2019,usa
6/29/19,6/29,71,4,14,2,20,food & drink,2019,usa
6/30/19,6/30,57,5,15,4,22,food & drink,2019,usa
7/1/19,7/1,38,2,9,0,12,food & drink,2019,usa
7/2/19,7/2,43,3,10,1,19,food & drink,2019,usa
7/3/19,7/3,47,3,14,1,17,food & drink,2019,usa
7/4/19,7/4,62,1,20,2,27,food & drink,2019,usa
7/5/19,7/5,69,3,14,1,24,food & drink,2019,usa
7/6/19,7/6,86,2,10,3,21,food & drink,2019,usa
7/7/19,7/7,66,2,19,2,23,food & drink,2019,usa
7/8/19,7/8,41,1,9,0,14,food & drink,2019,usa
7/9/19,7/9,46,1,9,1,13,food & drink,2019,usa
7/10/19,7/10,42,3,9,1,13,food & drink,2019,usa
7/11/19,7/11,48,2,10,0,11,food & drink,2019,usa
7/12/19,7/12,60,3,10,2,18,food & drink,2019,usa
7/13/19,7/13,80,3,13,1,20,food & drink,2019,usa
7/14/19,7/14,68,3,12,3,25,food & drink,2019,usa
7/15/19,7/15,47,0,11,1,15,food & drink,2019,usa
7/16/19,7/16,49,1,8,2,11,food & drink,2019,usa
7/17/19,7/17,50,2,9,2,11,food & drink,2019,usa
7/18/19,7/18,46,2,10,3,12,food & drink,2019,usa
7/19/19,7/19,62,3,12,2,18,food & drink,2019,usa
7/20/19,7/20,87,4,16,1,17,food & drink,2019,usa
7/21/19,7/21,65,5,15,2,19,food & drink,2019,usa
7/22/19,7/22,51,2,9,0,14,food & drink,2019,usa
7/23/19,7/23,47,2,7,1,14,food & drink,2019,usa
7/24/19,7/24,51,3,7,1,10,food & drink,2019,usa
7/25/19,7/25,53,3,12,2,17,food & drink,2019,usa
7/26/19,7/26,72,4,8,1,17,food & drink,2019,usa
7/27/19,7/27,67,5,11,3,20,food & drink,2019,usa
7/28/19,7/28,71,5,14,3,26,food & drink,2019,usa
7/29/19,7/29,42,2,8,1,12,food & drink,2019,usa
7/30/19,7/30,39,1,8,1,15,food & drink,2019,usa
7/31/19,7/31,42,3,8,1,12,food & drink,2019,usa
8/1/19,8/1,46,1,7,2,13,food & drink,2019,usa
8/2/19,8/2,65,2,13,2,16,food & drink,2019,usa
8/3/19,8/3,87,3,13,2,28,food & drink,2019,usa
8/4/19,8/4,77,2,15,0,19,food & drink,2019,usa
8/5/19,8/5,48,1,12,3,12,food & drink,2019,usa
8/6/19,8/6,42,2,10,1,13,food & drink,2019,usa
8/7/19,8/7,36,3,8,2,12,food & drink,2019,usa
8/8/19,8/8,44,1,7,0,13,food & drink,2019,usa
8/9/19,8/9,53,2,9,1,15,food & drink,2019,usa
8/10/19,8/10,87,3,19,2,23,food & drink,2019,usa
8/11/19,8/11,67,3,13,1,26,food & drink,2019,usa
8/12/19,8/12,47,2,10,1,12,food & drink,2019,usa
8/13/19,8/13,36,3,10,2,10,food & drink,2019,usa
8/14/19,8/14,45,3,8,2,11,food & drink,2019,usa
8/15/19,8/15,47,2,6,1,11,food & drink,2019,usa
8/16/19,8/16,50,3,9,2,17,food & drink,2019,usa
8/17/19,8/17,75,2,13,3,19,food & drink,2019,usa
8/18/19,8/18,70,3,13,1,18,food & drink,2019,usa
8/19/19,8/19,48,1,13,2,10,food & drink,2019,usa
